city_actual,rating_count,price,city,stars,year,month,weekend,distance,accommodation_type,rating
Vienna,15,80,Vienna,2,2017,11,0,5.2,Hostel,3.2
Vienna,12,87,Vienna,3,2017,11,0,2.4,Hotel,4
Vienna,89,90,Vienna,3,2017,11,0,4.6,Hotel,3
Vienna,74,100,Vienna,3.5,2017,11,0,2.7,Hotel,4.4
Vienna,3,173,Vienna,2,2017,11,0,3.1,Apartment,3.2
Vienna,44,92,Vienna,2,2017,11,0,2.5,Pension,3.2
Vienna,6,133,Vienna,2,2017,11,0,2.6,Apartment,3.7
Vienna,3,134,Vienna,3.5,2017,11,0,5.1,Apartment,3.2
Vienna,2,209,Vienna,3,2017,11,0,5.2,Apartment,4
Vienna,44,66,Vienna,3,2017,11,0,1.6,Apartment,4.4
Vienna,35,114,Vienna,4,2017,11,0,1.4,Apartment,4.9
Voesendorf,38,89,Vienna,4,2017,11,0,7,Hotel,3.5
Voesendorf,115,92,Vienna,4,2017,11,0,7.1,Hotel,3.7
Vienna,186,84,Vienna,3,2017,11,0,1.9,Hotel,4.4
Vienna,27,124,Vienna,2,2017,11,0,1.8,Apartment,3.5
Vienna,45,185,Vienna,4,2017,11,0,2.1,Hotel,4.4
Vienna,168,85,Vienna,4,2017,11,0,3,Hotel,4
Vienna,1,133,Vienna,2,2017,11,0,1.9,Apartment,4
Vienna,77,110,Vienna,3.5,2017,11,0,1.6,Hotel,4.5
Vienna,72,86,Vienna,3,2017,11,0,1.6,Hotel,4.3
Vienna,158,118,Vienna,4,2017,11,0,1,Hotel,4.1
Vienna,15,126,Vienna,3.5,2017,11,0,0.9,Hotel,4.5
Vienna,291,92,Vienna,3,2017,11,0,1.3,Hotel,4.3
Vienna,317,197,Vienna,4,2017,11,0,0.8,Hotel,4.8
Vienna,193,39,Vienna,2.5,2017,11,0,1.3,Guest House,3.5
Vienna,280,135,Vienna,4,2017,11,0,1.2,Hotel,4.5
Vienna,47,125,Vienna,4,2017,11,0,1.2,Hotel,4.4
Vienna,7,67,Vienna,2,2017,11,0,1,Hostel,3.4
Vienna,125,134,Vienna,4,2017,11,0,0.8,Hotel,4.5
Vienna,34,91,Vienna,3,2017,11,0,0.9,Hotel,3.5
Vienna,112,110,Vienna,3,2017,11,0,0.8,Hotel,3.9
Vienna,1,84,Vienna,3.5,2017,11,0,0.9,Apartment,5
Vienna,77,100,Vienna,3,2017,11,0,1.2,Hotel,4
Vienna,572,95,Vienna,4,2017,11,0,1.5,Hotel,4.1
Vienna,53,73,Vienna,3,2017,11,0,1.5,Hotel,3.4
Vienna,2,109,Vienna,3,2017,11,0,1.5,Apartment,5
Vienna,145,185,Vienna,5,2017,11,0,0.8,Hotel,4.3
Vienna,112,100,Vienna,4,2017,11,0,1,Hotel,4.4
Vienna,169,58,Vienna,3,2017,11,0,1.4,Hotel,3.2
Vienna,80,110,Vienna,3.5,2017,11,0,0.7,Apartment,4
